id,white,citizen,female,education,age,agebreak,income,married,children,attend,bornagain,pid7,pid3,ideology,treatname,treatment,voter,voted,voter3,voted3,votesurer,votesured,repvote,demvote,american,connected,natid,natidc,natidbin,rr1,rr2,rr3,rr4,rrscale,weights,weightstrim
778,1,1,0,6,31,3,1,0,0,1,0,3,1,1,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,2,1,1,1,5,0.213074055,0.327736342
958,1,1,1,5,59,8,9,1,0,4,1,7,3,6,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,3,4,4,3,14,0.731511894,0.846174181
1041,1,1,1,4,35,4,5,0,1,1,0,1,1,2,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,3,4,2,4,13,0.384737918,0.499400206
1099,1,1,0,3,44,5,5,1,0,1,0,4,2,4,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,3,4,4,3,14,0.512309627,0.626971914
1190,1,1,0,3,36,4,7,0,1,1,0,3,1,3,DemBoth,4,4,4,2,2,,,0,0,5,3,8,3,2,2,2,2,1,7,0.43988656,0.554548847
1228,1,1,0,5,39,4,5,0,0,1,1,4,2,4,DemBoth,4,4,4,2,2,,,0,0,5,3,8,3,2,3,3,3,3,12,0.442612783,0.557275071
1664,1,1,0,5,27,2,8,0,0,1,0,7,3,6,DemBoth,4,4,4,2,2,,,0,0,5,3,8,3,2,5,5,5,5,20,0.149933653,0.264595941
1820,1,1,1,4,25,2,2,0,0,3,0,1,1,1,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,1,1,1,1,4,0.812371613,0.9270339
1869,1,1,1,4,29,2,7,1,1,2,1,1,1,1,DemBoth,4,4,4,2,2,,,0,0,5,3,8,3,2,3,3,2,1,9,0.551610661,0.666272949
2012,1,1,0,5,55,8,8,0,0,1,0,2,1,2,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,2,2,2,2,8,0.254257626,0.368919913
2391,1,1,1,4,56,8,6,1,0,5,1,5,3,7,DemBoth,4,4,4,2,2,,,0,0,5,3,8,3,2,4,3,4,3,14,1.226124844,1.340787131
2444,1,1,1,4,19,1,6,0,0,2,0,4,2,4,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,2,2,3,2,9,2.435324686,2.549986973
2584,1,1,1,6,30,3,8,1,1,1,0,6,3,4,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,3,3,4,3,13,0.232571411,0.347233698
2705,1,1,1,5,48,6,7,0,1,2,0,2,1,2,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,2,2,2,2,8,0.627997975,0.742660262
2753,1,1,1,5,31,3,5,1,1,1,0,1,1,2,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,2,1,2,2,7,0.260054521,0.374716808
2823,1,1,1,5,65,10,8,1,0,1,0,4,2,2,DemBoth,4,4,4,2,2,,,0,0,4,4,8,3,2,2,2,2,1,7,1.388021247,1.502683535
2898,1,1,1,6,35,4,7,1,1,1,0,1,1,1,DemBoth,4,4,4,2,2,,,0,0,3,5,8,3,2,2,1,1,1,5,0.339360263,0.454022551
2956,1,1,0,3,38,4,1,0,0,1,0,2,1,2,DemBoth,4,4,4,2,2,,,0,0,3,5,8,3,2,1,1,1,1,4,0.395218721,0.509881009
3222,1,1,1,5,33,3,9,1,1,5,0,4,2,7,DemBoth,4,4,4,2,2,,,0,0,5,3,8,3,2,3,4,3,3,13,0.717747837,0.832410125
46,1,1,1,5,35,4,2,0,0,2,0,1,1,2,DemBoth,4,4,4,2,2,,,0,0,5,4,9,4,2,2,2,3,2,9,0.996209771,1.110872059
183,1,1,1,5,58,8,6,0,0,1,0,7,3,6,DemBoth,4,4,4,2,2,,,0,0,5,4,9,4,2,4,2,4,3,13,0.933961958,1.048624245
415,1,1,1,3,55,8,5,0,0,1,0,1,1,1,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,1,1,1,1,4,1.311784925,1.426447213
460,1,1,1,5,48,6,4,0,0,4,1,6,3,6,DemBoth,4,4,4,2,2,,,0,0,5,4,9,4,2,4,4,4,3,15,0.458053545,0.572715832
533,1,1,1,5,28,2,9,1,0,1,0,1,1,1,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,1,1,1,1,4,0.450730588,0.565392875
552,1,1,1,5,36,4,6,1,0,1,0,6,3,5,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,3,5,5,4,17,0.319084401,0.433746689
690,1,1,0,5,32,3,9,1,0,3,0,5,3,6,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,2,1,2,2,7,0.236512008,0.351174296
824,1,1,0,5,48,6,9,1,1,1,0,1,1,2,DemBoth,4,4,4,2,2,,,0,0,5,4,9,4,2,2,1,3,2,8,0.893841013,1.0085033
1055,1,1,1,6,31,3,10,1,0,2,0,1,1,1,DemBoth,4,4,4,2,2,,,0,0,4,5,9,4,2,2,1,1,1,5,0.433582615,0.548244903
1164,1,1,0,6,43,5,11,1,1,3,0,7,3,6,DemBoth,4,4,4,2,2,,,0,0,5,4,9,4,2,4,1,3,3,11,0.992884656,1.107546943
1240,1,1,1,4,34,3,7,1,1,6,1,7,3,7,DemBoth,4,4,4,2,2,,,0,0,5,4,9,4,2,4,4,4,4,16,0.422394517,0.537056804
1349,1,1,0,5,47,6,11,1,1,1,0,5,3,5,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,4,2,2,2,10,1.286477007,1.401139295
1898,1,1,0,3,38,4,11,0,1,1,1,4,2,4,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,5,5,5,5,20,2.23482156,2.349483848
2054,1,1,1,3,55,8,9,1,0,2,1,7,3,7,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,5,5,5,5,20,0.642916869,0.757579157
2202,1,1,1,4,37,4,5,0,1,1,0,1,1,1,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,1,1,1,1,4,0.62952732,0.744189607
2354,1,1,1,5,43,5,7,0,0,2,0,2,1,4,DemBoth,4,4,4,2,2,,,0,0,5,4,9,4,2,3,2,2,2,9,1.139810146,1.254472433
2829,1,1,1,4,41,5,9,1,1,3,0,7,3,6,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,16,0.368689547,0.483351835
2847,1,1,1,2,65,10,4,0,0,2,0,2,1,2,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,2,3,3,3,11,2.816657818,2.931320105
3017,1,1,1,4,70,11,5,0,0,1,0,4,2,5,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,5,3,4,4,16,5.414768327,3.506283264
3072,1,1,1,5,28,2,8,0,0,6,1,7,3,6,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,4,5,5,3,17,0.274512842,0.389175129
3081,1,1,1,6,66,10,5,0,0,6,1,4,2,5,DemBoth,4,4,4,2,2,,,0,0,5,5,10,4,2,1,1,1,1,4,4.52586604,3.506283264
3127,1,1,0,4,30,3,9,1,0,1,0,6,3,5,DemBoth,4,4,4,2,2,,,0,0,4,5,9,4,2,5,5,5,5,20,0.23260348,0.347265768
356,1,1,1,2,30,3,4,1,1,1,0,2,1,3,DemBoth,4,5,3,3,1,1,0,1,0,3,3,6,1,1,1,1,1,1,4,0.157652597,0.272314884
1715,1,1,1,2,20,1,7,0,1,1,0,6,3,5,DemBoth,4,5,3,3,1,1,0,1,0,3,3,6,1,1,3,4,3,3,13,1.390889022,1.505551309
2091,1,1,0,5,31,3,5,0,1,1,0,1,1,1,DemBoth,4,5,3,3,1,1,0,1,0,2,4,6,1,1,1,1,1,1,4,0.191223757,0.305886045
2119,1,1,0,5,30,3,7,1,1,5,1,5,3,7,DemBoth,4,5,3,3,1,1,0,1,0,3,3,6,1,1,3,3,3,3,12,0.369335479,0.483997767
2790,1,1,1,6,51,7,8,1,0,3,0,6,3,4,DemBoth,4,5,3,3,1,1,0,1,0,4,2,6,1,1,5,5,5,4,19,0.954064569,1.068726857
2828,1,1,1,5,33,3,5,0,0,1,0,3,1,2,DemBoth,4,5,3,3,1,1,0,1,0,3,3,6,1,1,4,2,2,2,10,0.118035328,0.232697615
3042,1,1,1,2,24,1,7,0,1,1,0,2,1,2,DemBoth,4,5,3,3,1,1,0,1,0,2,1,3,1,1,3,3,2,1,9,0.524149776,0.638812064
3067,1,1,1,3,54,7,4,0,0,1,0,3,1,5,DemBoth,4,5,3,3,1,1,0,1,0,1,4,5,1,1,5,5,5,4,19,0.19466783,0.309330117
300,1,1,0,3,32,3,6,0,0,1,0,4,2,4,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,3,1,3,1,8,0.462311123,0.576973411
408,1,1,0,5,44,5,7,1,1,5,0,2,1,2,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,3,2,4,4,13,0.623179597,0.737841885
539,1,1,0,3,21,1,1,0,0,1,0,3,1,4,DemBoth,4,5,3,3,1,1,0,1,0,3,4,7,2,1,4,2,3,3,12,2.90714413,3.021806418
728,1,1,1,5,44,5,7,0,0,1,0,3,1,4,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,2,2,3,2,9,0.380977132,0.49563942
929,1,1,0,5,28,2,6,0,0,1,0,2,1,3,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,1,2,2,2,7,0.335384604,0.450046891
1189,1,1,1,5,29,2,7,0,0,1,0,4,2,2,DemBoth,4,5,3,3,1,1,0,1,0,3,4,7,2,1,1,1,1,1,4,0.304608337,0.419270624
1281,1,1,1,5,29,2,8,1,1,2,0,6,3,5,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,3,3,3,2,11,0.265515476,0.380177763
1354,1,1,0,3,51,7,8,1,1,1,0,6,3,5,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,4,4,4,3,15,0.459945609,0.574607896
1466,1,1,0,5,43,5,6,0,0,1,0,2,1,2,DemBoth,4,5,3,3,1,1,0,1,0,3,4,7,2,1,2,2,2,2,8,0.106953338,0.221615625
1870,1,1,0,3,21,1,9,0,1,5,1,5,3,5,DemBoth,4,5,3,3,1,1,0,1,0,3,4,7,2,1,3,2,3,1,9,1.29002634,1.404688628
2142,1,1,1,2,62,9,3,0,0,1,0,3,1,2,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,2,1,1,1,5,1.485229816,1.599892104
2519,1,1,1,5,26,2,6,0,0,1,0,1,1,2,DemBoth,4,5,3,3,1,1,0,1,0,3,4,7,2,1,1,1,2,1,5,0.327205176,0.441867463
2546,1,1,1,3,60,9,1,0,0,1,0,3,1,1,DemBoth,4,5,3,3,1,1,0,1,0,3,4,7,2,1,2,2,2,2,8,1.988442836,2.103105123
2958,1,1,1,3,37,4,6,1,1,5,0,6,3,6,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,4,4,5,3,16,1.134204639,1.248866927
2980,1,1,1,4,38,4,8,1,1,1,1,6,3,5,DemBoth,4,5,3,3,1,1,0,1,0,4,3,7,2,1,5,4,4,4,17,0.121109193,0.23577148
435,1,1,0,5,23,1,5,1,0,5,1,7,3,7,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,4,4,4,4,16,1.364466709,1.479128997
613,1,1,0,3,38,4,3,0,0,1,0,4,2,4,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,3,2,2,2,9,0.504595684,0.619257971
783,1,1,1,5,30,3,9,1,1,1,0,5,3,5,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,4,2,5,4,15,0.116924278,0.231586565
912,1,1,1,2,34,3,6,1,1,1,0,6,3,5,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,4,3,3,3,13,0.400975234,0.515637522
1084,1,1,0,5,58,8,6,0,0,1,0,3,1,3,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,1,1,1,1,4,0.614352173,0.72901446
2096,1,1,1,3,41,5,9,1,1,2,0,6,3,6,DemBoth,4,5,3,3,1,1,0,1,0,5,3,8,3,2,4,2,3,4,13,0.214812488,0.329474776
2869,1,1,1,5,27,2,7,1,1,1,0,3,1,2,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,2,2,3,2,9,0.348021336,0.462683624
2902,1,1,1,5,34,3,8,1,0,2,0,6,3,5,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,2,2,2,2,8,0.121714959,0.236377246
3100,1,1,1,5,31,3,10,0,0,5,0,4,2,5,DemBoth,4,5,3,3,1,1,0,1,0,3,5,8,3,2,3,2,3,3,11,0.680173913,0.794836201
3109,1,1,1,6,41,5,11,1,1,4,1,6,3,6,DemBoth,4,5,3,3,1,1,0,1,0,5,3,8,3,2,3,4,2,3,12,0.706583721,0.821246008
3219,1,1,1,3,33,3,5,0,0,1,0,4,2,4,DemBoth,4,5,3,3,1,1,0,1,0,4,4,8,3,2,1,1,1,1,4,0.574253344,0.688915632
574,1,1,0,2,37,4,9,1,1,2,1,7,3,6,DemBoth,4,5,3,3,1,1,0,1,0,5,5,10,4,2,1,4,4,4,13,0.658908587,0.773570874
967,1,1,0,3,40,5,8,1,0,1,0,7,3,6,DemBoth,4,5,3,3,1,1,0,1,0,5,5,10,4,2,5,5,5,5,20,0.158922855,0.273585143
1079,1,1,1,5,30,3,7,1,1,6,0,6,3,4,DemBoth,4,5,3,3,1,1,0,1,0,5,4,9,4,2,3,3,2,2,10,1.269804356,1.384466644
1115,1,1,1,3,41,5,4,1,0,1,0,1,1,2,DemBoth,4,5,3,3,1,1,0,1,0,5,4,9,4,2,2,2,2,2,8,0.137080025,0.251742312
1194,1,1,0,6,40,5,10,1,0,1,0,6,3,5,DemBoth,4,5,3,3,1,1,0,1,0,5,5,10,4,2,3,5,5,4,17,0.164342761,0.279005049
1448,1,1,0,5,44,5,7,0,1,2,0,7,3,6,DemBoth,4,5,3,3,1,1,0,1,0,5,5,10,4,2,5,4,5,4,18,0.376038747,0.490701035
1489,1,1,1,2,61,9,8,1,0,1,0,4,2,4,DemBoth,4,5,3,3,1,1,0,1,0,5,5,10,4,2,4,2,3,2,11,7.818541252,3.506283264
2207,1,1,0,5,31,3,7,0,0,1,0,6,3,4,DemBoth,4,5,3,3,1,1,0,1,0,4,5,9,4,2,4,2,2,3,11,0.666916662,0.78157895
2524,1,1,0,6,46,6,7,1,1,1,0,2,1,4,DemBoth,4,5,3,3,1,1,0,1,0,5,4,9,4,2,2,2,2,2,8,2.484263927,2.598926215
1468,1,1,0,5,26,2,6,1,1,1,1,7,3,5,DemBoth,4,5,3,3,1,1,0,1,0,,,,,,,,,,,7.82E-08,0.105732097
368,1,1,1,6,52,7,6,1,0,1,0,1,1,1,DemBoth,4,6,2,3,1,1,0,1,0,1,1,2,1,1,1,1,2,1,5,0.334126259,0.448788546
469,1,1,1,3,38,4,1,0,0,1,0,3,1,4,DemBoth,4,6,2,3,1,1,0,1,0,4,2,6,1,1,3,,3,4,,1.036894726,1.151557014
631,1,1,1,3,47,6,7,1,0,1,1,6,3,5,DemBoth,4,6,2,3,1,1,0,1,0,2,1,3,1,1,5,5,5,5,20,0.118800826,0.233463113
655,1,1,0,5,52,7,10,1,1,6,1,6,3,6,DemBoth,4,6,2,3,1,1,0,1,0,3,2,5,1,1,4,4,4,3,15,0.483657092,0.59831938
684,1,1,1,5,33,3,4,1,1,6,1,7,3,7,DemBoth,4,6,2,3,1,1,0,1,0,3,3,6,1,1,5,5,5,3,18,0.040228874,0.105732097
955,1,1,1,6,34,3,8,1,0,1,0,6,3,6,DemBoth,4,6,2,3,1,1,0,1,0,3,3,6,1,1,4,3,3,3,13,0.074465654,0.105732097
1083,1,1,1,2,20,1,7,0,0,4,1,1,1,4,DemBoth,4,6,2,3,1,1,0,1,0,3,3,6,1,1,3,3,4,3,13,9.130384774,3.506283264
1697,1,1,0,5,32,3,10,1,0,5,0,6,3,6,DemBoth,4,6,2,3,1,1,0,1,0,4,2,6,1,1,5,5,5,3,18,0.400429495,0.515091782
2081,1,1,1,5,36,4,10,1,1,1,0,1,1,1,DemBoth,4,6,2,3,1,1,0,1,0,3,3,6,1,1,1,1,1,1,4,0.239630556,0.354292844
2648,1,1,1,2,21,1,1,0,0,1,0,3,1,2,DemBoth,4,6,2,3,1,1,0,1,0,1,2,3,1,1,1,3,2,1,7,0.724737777,0.839400065
2801,1,1,1,5,29,2,7,0,1,1,0,5,3,4,DemBoth,4,6,2,3,1,1,0,1,0,3,3,6,1,1,1,1,1,1,4,0.586124234,0.700786521
3007,1,1,0,5,53,7,3,0,0,1,0,1,1,2,DemBoth,4,6,2,3,1,1,0,1,0,3,2,5,1,1,2,1,2,1,6,0.42080388,0.535466168
3218,1,1,1,6,32,3,9,0,0,1,0,2,1,3,DemBoth,4,6,2,3,1,1,0,1,0,2,4,6,1,1,3,2,3,3,11,0.125608685,0.240270972
83,1,1,0,4,36,4,4,0,0,2,0,5,3,4,DemBoth,4,6,2,3,1,1,0,1,0,3,4,7,2,1,2,2,4,1,9,0.144480939,0.259143226
223,1,1,1,5,32,3,7,0,1,1,0,2,1,3,DemBoth,4,6,2,3,1,1,0,1,0,3,4,7,2,1,4,3,4,4,15,0.281390859,0.396053147
583,1,1,1,5,35,4,11,0,0,1,0,2,1,2,DemBoth,4,6,2,3,1,1,0,1,0,4,3,7,2,1,1,1,2,1,5,0.374932937,0.489595224
813,1,1,1,5,33,3,6,0,1,2,1,7,3,5,DemBoth,4,6,2,3,1,1,0,1,0,4,3,7,2,1,5,5,4,4,18,0.152395893,0.267058181
886,1,1,0,3,28,2,4,1,0,4,0,3,1,2,DemBoth,4,6,2,3,1,1,0,1,0,3,4,7,2,1,3,3,4,2,12,0.215291494,0.329953782
1361,1,1,1,5,23,1,9,0,0,1,0,2,1,2,DemBoth,4,6,2,3,1,1,0,1,0,3,4,7,2,1,3,2,3,2,10,0.356338437,0.471000724
1609,1,1,1,5,24,1,6,0,0,3,0,2,1,2,DemBoth,4,6,2,3,1,1,0,1,0,3,4,7,2,1,2,2,2,2,8,0.711416854,0.826079142
1652,1,1,0,5,36,4,10,0,0,5,1,7,3,7,DemBoth,4,6,2,3,1,1,0,1,0,4,3,7,2,1,4,5,4,4,17,0.377962872,0.49262516
1753,1,1,1,5,25,2,4,0,0,1,0,1,1,2,DemBoth,4,6,2,3,1,1,0,1,0,3,4,7,2,1,1,1,2,2,6,0.098874446,0.105732097
2497,1,1,1,3,31,3,7,1,1,1,0,1,1,1,DemBoth,4,6,2,3,1,1,0,1,0,3,4,7,2,1,1,1,1,1,4,0.309024013,0.4236863
578,1,1,0,4,69,10,5,1,0,6,1,6,3,5,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,5,5,2,5,17,2.169223654,2.283885942
841,1,1,0,2,30,3,2,1,1,1,0,4,2,4,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,4,5,5,5,19,1.66728809,1.781950378
1336,1,1,0,5,58,8,9,1,0,5,0,4,2,4,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,4,5,4,1,14,4.182781682,3.506283264
1595,1,1,1,5,27,2,7,0,0,1,0,1,1,2,DemBoth,4,6,2,3,1,1,0,1,0,3,5,8,3,2,1,1,2,2,6,0.393719208,0.508381495
1606,1,1,0,2,39,4,8,1,1,1,0,2,1,3,DemBoth,4,6,2,3,1,1,0,1,0,5,3,8,3,2,4,4,3,4,15,0.502592263,0.61725455
2038,1,1,1,4,32,3,7,1,1,5,0,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,3,8,3,2,4,3,4,4,15,0.890794132,1.005456419
2050,1,1,1,2,36,4,9,1,1,1,1,6,3,4,DemBoth,4,6,2,3,1,1,0,1,0,5,3,8,3,2,5,4,5,3,17,0.70668894,0.821351228
2141,1,1,0,2,27,2,8,0,0,1,1,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,4,2,2,4,12,0.256924845,0.371587133
2316,1,1,1,6,43,5,8,1,1,3,1,6,3,5,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,1,2,2,2,7,0.110873107,0.225535395
2373,1,1,1,2,61,9,9,1,0,2,0,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,3,8,3,2,3,5,5,3,16,2.358106138,2.472768425
2449,1,1,0,5,71,11,6,0,0,1,0,3,1,4,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,2,1,2,2,7,4.659089947,3.506283264
2455,1,1,1,3,27,2,6,1,1,3,1,6,3,6,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,4,4,2,4,14,0.463686195,0.578348482
2552,1,1,1,3,57,8,4,0,1,1,0,3,1,2,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,2,1,1,1,5,0.189531696,0.304193984
2612,1,1,0,3,26,2,6,0,0,2,0,6,3,5,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,4,4,2,4,14,0.370980164,0.485642452
2744,1,1,1,5,29,2,6,0,0,1,0,6,3,5,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,4,3,4,3,14,0.248453686,0.363115974
3131,1,1,0,3,19,1,5,0,1,1,0,6,3,6,DemBoth,4,6,2,3,1,1,0,1,0,4,4,8,3,2,4,2,4,4,14,0.786099983,0.900762271
22,1,1,1,3,44,5,11,1,1,1,0,1,1,2,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,1,1,1,1,4,1.239337764,1.354000052
251,1,1,1,3,65,10,4,0,0,5,1,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,5,4,5,4,18,4.160652373,3.506283264
316,1,1,1,3,43,5,7,1,0,1,0,6,3,4,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,5,5,5,4,19,0.679832145,0.794494433
567,1,1,1,5,50,7,9,1,1,1,0,7,3,7,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,5,5,5,5,20,0.784749215,0.899411502
786,1,1,1,4,39,4,4,1,1,1,1,6,3,5,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,3,3,2,3,11,0.123452392,0.23811468
1013,1,1,1,5,36,4,3,0,0,5,1,7,3,7,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,1,1,1,1,4,0.618224079,0.732886366
1139,1,1,1,5,35,4,2,1,0,1,0,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,5,5,5,4,19,0.451020047,0.565682334
1326,1,1,1,5,53,7,7,1,0,6,1,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,5,4,4,5,18,1.324542837,1.439205125
1334,1,1,1,3,63,9,3,1,0,6,1,6,3,4,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,3,15,3.339207534,3.453869821
1571,1,1,0,5,48,6,11,1,1,1,0,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,4,3,3,4,14,1.866761387,1.981423674
1577,1,1,0,6,49,6,7,1,1,5,0,5,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,4,4,4,4,16,3.218691826,3.333354113
1594,1,1,1,5,33,3,11,1,1,2,0,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,5,5,5,5,20,0.868927682,0.98358997
1659,1,1,1,5,41,5,9,1,1,1,0,4,2,5,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,3,4,4,3,14,0.302591733,0.41725402
1663,1,1,0,2,59,8,6,0,0,4,1,6,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,4,4,4,4,16,4.20953987,3.506283264
1737,1,1,1,5,66,10,8,0,0,3,0,4,2,4,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,4,2,5,4,15,10.04767744,3.506283264
1934,1,1,1,2,34,3,7,1,1,1,0,4,2,4,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,3,4,3,3,13,3.114816814,3.229479101
1944,1,1,1,2,55,8,3,0,1,2,1,6,3,6,DemBoth,4,6,2,3,1,1,0,1,0,4,5,9,4,2,5,5,4,4,18,2.113002102,2.227664389
1951,1,1,1,2,55,8,5,0,1,1,0,2,1,2,DemBoth,4,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,3,15,2.233955674,2.348617962
2078,1,1,0,5,43,5,8,0,1,5,0,7,3,7,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,4,3,4,3,14,0.692693665,0.807355953
2644,1,1,1,2,26,2,4,0,1,3,1,5,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,2,3,2,1,8,0.472862358,0.587524646
2883,1,1,1,5,42,5,6,1,1,5,1,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,4,3,4,3,14,0.999031834,1.113694121
3209,1,1,1,5,58,8,5,1,0,1,0,7,3,6,DemBoth,4,6,2,3,1,1,0,1,0,5,4,9,4,2,4,3,4,2,13,1.0552213,1.169883588
1644,1,1,0,5,28,2,7,0,1,6,1,7,3,2,DemBoth,4,6,2,3,1,1,0,1,0,,,,,,4,,,,,9.17E-08,0.105732097
768,1,1,1,2,22,1,5,0,0,1,0,1,1,1,DemBoth,4,7,1,3,1,1,0,1,0,3,2,5,1,1,4,1,1,1,7,1.419404064,1.534066351
1159,1,1,1,2,19,1,5,0,0,1,0,1,1,1,DemBoth,4,7,1,3,1,1,0,1,0,2,2,4,1,1,2,1,1,1,5,3.392632592,3.507294879
110,1,1,0,5,33,3,8,0,0,1,0,7,3,6,DemBoth,4,7,1,3,1,1,0,1,0,4,3,7,2,1,5,5,5,5,20,0.077597672,0.105732097
139,1,1,1,5,26,2,8,0,0,1,0,2,1,3,DemBoth,4,7,1,3,1,1,0,1,0,3,4,7,2,1,4,2,2,4,12,0.236275181,0.350937468
374,1,1,0,6,36,4,8,0,0,2,0,7,3,7,DemBoth,4,7,1,3,1,1,0,1,0,4,3,7,2,1,5,5,5,3,18,0.117755058,0.232417345
1213,1,1,1,3,62,9,4,0,0,1,1,3,1,2,DemBoth,4,7,1,3,1,1,0,1,0,4,3,7,2,1,3,2,2,2,9,0.226520554,0.341182841
2114,1,1,0,4,63,9,8,1,0,1,0,1,1,2,DemBoth,4,7,1,3,1,1,0,1,0,4,3,7,2,1,1,1,1,1,4,0.844457731,0.959120018
1195,1,1,1,3,55,8,5,1,0,1,1,7,3,6,DemBoth,4,7,1,3,1,1,0,1,0,5,3,8,3,2,5,5,5,5,20,0.450841633,0.56550392
1249,1,1,1,5,54,7,9,1,0,1,0,2,1,2,DemBoth,4,7,1,3,1,1,0,1,0,4,4,8,3,2,3,2,3,3,11,0.405653585,0.520315873
1593,1,1,1,5,34,3,1,0,0,1,0,2,1,2,DemBoth,4,7,1,3,1,1,0,1,0,3,5,8,3,2,2,1,3,1,7,0.260391183,0.37505347
3023,1,1,0,4,32,3,8,1,1,1,0,2,1,2,DemBoth,4,7,1,3,1,1,0,1,0,4,4,8,3,2,2,2,2,2,8,0.111447364,0.226109652
20,1,1,0,3,60,9,11,1,0,1,0,6,3,5,DemBoth,4,7,1,3,1,1,0,1,0,5,4,9,4,2,4,4,3,4,15,4.903726902,3.506283264
143,1,1,0,4,50,7,1,0,0,1,1,7,3,6,DemBoth,4,7,1,3,1,1,0,1,0,5,5,10,4,2,5,5,5,3,18,1.346742908,1.461405196
159,1,1,0,6,59,8,11,0,0,2,0,7,3,7,DemBoth,4,7,1,3,1,1,0,1,0,5,5,10,4,2,3,4,4,3,14,1.681859096,1.796521384
