id,white,citizen,female,education,age,age,agebreak,income,married,children,attend,bornagain,pid7,pid3,pid2,ideology,treatname,treatment,voter,voted,voter3,voted3,votesurer,votesured,repvote,demvote,american,connected,natid,natidc,natidbin,born,citizenship,lived,english,christian,respect,feel,ancestor,exclude,exclude4,wordtreat
2563,1,1,1,4,39,39,4,7,1,1,5,1,5,3,2,7,RepPat,2,6,2,3,1,1,0,1,0,4,3,7,1,1,4,4,4,4,4,4,4,4,32,4,Descriptive
2566,1,1,1,5,56,56,8,4,0,0,2,1,7,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,2,4,2,4,4,2,25,3,Control
2567,1,1,0,3,24,24,1,8,0,0,5,0,6,3,2,6,Control,1,6,2,3,1,1,0,1,0,5,3,8,2,1,4,4,3,3,1,,3,,,,Control
2568,1,1,0,4,35,35,4,11,1,1,3,1,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,3,8,2,1,4,4,3,4,4,4,4,2,29,4,Control
2569,1,1,1,2,41,41,5,4,1,1,4,1,4,2,,4,DemPat,3,1,7,1,3,0,1,0,1,5,4,9,3,2,3,3,4,4,3,2,4,3,26,3,Prescriptive
2570,1,1,0,2,31,31,3,6,1,1,1,0,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
2571,1,1,1,5,40,40,5,3,0,0,1,0,1,1,1,2,RepPat,2,2,6,1,3,0,1,0,1,3,4,7,1,1,3,3,3,3,3,3,3,3,24,2,Descriptive
2574,1,1,0,6,36,36,4,10,1,1,4,1,2,1,1,3,Control,1,5,3,3,1,1,0,1,0,4,3,7,1,1,3,3,3,3,1,3,3,3,22,2,Control
2575,1,1,0,4,40,40,5,6,1,1,1,0,4,2,,1,RepPat,2,3,5,1,3,0,1,0,1,5,5,10,4,2,2,4,2,3,1,4,3,1,20,1,Prescriptive
2576,1,1,0,6,43,43,5,11,0,0,2,0,4,2,,4,RepPat,2,,,,,,,,,,,,,,,,,,,,,,,,
2577,1,1,1,3,38,38,4,1,0,1,1,0,2,1,1,2,RepPat,2,3,5,1,3,0,1,0,1,3,2,5,1,1,1,1,1,3,,,1,1,,,Control
2578,1,1,0,2,37,37,4,3,0,1,3,0,6,3,2,3,DemPat,3,2,6,1,3,0,1,0,1,3,1,4,1,1,1,2,,1,2,,1,2,,,Descriptive
2584,1,1,1,4,56,56,8,3,1,0,1,1,2,1,1,4,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
2590,1,1,0,2,28,28,2,6,1,1,2,0,6,3,2,4,DemPat,3,2,6,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
2591,1,1,1,6,30,30,3,6,0,0,2,1,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,3,4,3,4,4,3,3,2,26,3,Control
2593,1,1,0,3,33,33,3,5,0,0,5,1,5,3,2,6,Control,1,4,4,2,2,,,0,0,5,1,6,1,1,3,4,3,4,4,4,4,2,28,3,Descriptive
2595,1,1,0,6,28,28,2,7,1,0,1,0,2,1,1,2,RepPat,2,1,7,1,3,0,1,0,1,3,3,6,1,1,2,3,3,1,1,3,3,1,17,1,Prescriptive
2600,1,1,1,5,29,29,2,9,1,1,1,0,2,1,1,4,DemPat,3,2,6,1,3,0,1,0,1,,,,,,,,,,,,,,,,
2604,1,1,0,5,33,33,3,6,1,1,5,0,6,3,2,4,Control,1,6,2,3,1,1,0,1,0,5,3,8,2,1,2,2,2,2,2,2,2,2,16,1,Prescriptive
2606,1,1,1,6,54,54,7,9,1,1,1,0,5,3,2,5,RepPat,2,3,5,1,3,0,1,0,1,5,4,9,3,2,3,4,3,4,3,4,4,4,29,4,Descriptive
2607,1,1,0,1,18,18,1,1,0,1,5,1,6,3,2,3,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
2608,1,1,0,5,46,46,6,8,1,1,1,1,6,3,2,5,Control,1,5,3,3,1,1,0,1,0,3,4,7,1,1,3,4,3,4,2,4,3,2,25,3,Control
2611,1,1,0,3,32,32,3,8,1,0,1,0,3,1,1,4,Control,1,2,6,1,3,0,1,0,1,4,4,8,2,1,2,4,4,4,,4,4,4,,,Prescriptive
2612,1,1,1,4,27,27,2,1,1,1,5,1,5,3,2,5,RepPat,2,5,3,3,1,1,0,1,0,4,3,7,1,1,2,3,2,3,1,4,4,1,20,1,Control
2614,1,1,1,3,31,31,3,7,1,1,1,0,3,1,1,4,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,3,1,3,3,3,23,2,Prescriptive
2615,1,1,0,3,53,53,7,4,0,0,1,0,7,3,2,6,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,3,4,4,3,30,4,Prescriptive
2616,1,1,1,3,55,55,8,7,1,0,1,0,6,3,2,4,DemPat,3,5,3,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,3,3,3,4,29,4,Descriptive
2619,1,1,0,2,39,39,4,5,0,0,1,0,4,2,,4,RepPat,2,5,3,3,1,1,0,1,0,4,3,7,1,1,3,4,3,4,1,4,3,1,23,2,Descriptive
2620,1,1,1,5,42,42,5,6,1,0,1,0,3,1,1,4,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,3,4,4,4,1,4,4,2,26,3,Control
2623,1,1,0,2,21,21,1,7,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,3,3,6,1,1,2,2,2,2,2,2,2,2,16,1,Control
2632,1,1,0,2,22,22,1,1,0,0,1,0,5,3,2,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,2,2,2,2,2,2,2,2,16,1,Prescriptive
2637,1,1,1,1,57,57,8,8,0,1,1,0,3,1,1,3,RepPat,2,1,7,1,3,0,1,0,1,5,5,10,4,2,2,4,2,2,1,4,4,1,20,1,Control
2639,1,1,0,2,18,18,1,1,0,0,4,0,4,2,,4,DemPat,3,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
2640,1,1,1,5,37,37,4,7,1,1,2,0,3,1,1,2,Control,1,2,6,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,,4,3,4,,,Prescriptive
2643,1,1,1,1,30,30,3,7,1,1,1,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,4,3,7,1,1,3,4,1,2,1,2,2,2,17,1,Prescriptive
2645,1,1,1,2,18,18,1,8,0,0,5,0,6,3,2,6,DemPat,3,6,2,3,1,1,0,1,0,4,2,6,1,1,2,4,3,3,1,3,3,2,21,1,Descriptive
2646,1,1,0,5,43,43,5,7,1,1,2,1,6,3,2,5,Control,1,5,3,3,1,1,0,1,0,5,5,10,4,2,4,4,3,4,2,4,4,4,29,4,Descriptive
2647,1,1,0,6,72,72,11,10,1,0,5,0,2,1,1,2,DemPat,3,4,4,2,2,,,0,0,,,,,,,,,,,,,,,,
2648,1,1,1,3,20,20,1,4,0,0,1,0,6,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,4,2,4,4,30,4,Prescriptive
2659,1,1,1,5,27,27,2,7,1,1,1,0,5,3,2,5,RepPat,2,2,6,1,3,0,1,0,1,4,4,8,2,1,3,4,3,4,,3,2,1,,,Descriptive
2660,1,1,0,3,59,59,8,5,1,0,1,0,7,3,2,7,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
2661,1,1,0,3,21,21,1,7,0,0,4,1,5,3,2,5,Control,1,5,3,3,1,1,0,1,0,5,2,7,1,1,3,4,3,4,1,2,2,,,,Prescriptive
2663,1,1,0,5,42,42,5,8,1,1,4,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,3,8,2,1,3,2,3,1,1,4,3,1,18,1,Control
2664,1,1,0,2,19,19,1,2,0,1,1,0,6,3,2,5,DemPat,3,2,6,1,3,0,1,0,1,4,4,8,2,1,3,3,1,3,,,3,,,,Prescriptive
2665,1,1,1,2,65,65,10,5,0,1,1,0,2,1,1,4,RepPat,2,6,2,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2666,1,1,0,3,60,60,9,7,1,0,6,1,5,3,2,5,Control,1,2,6,1,3,0,1,0,1,5,5,10,4,2,3,4,3,4,2,3,4,1,24,2,Control
2667,1,1,0,6,23,23,1,7,0,0,1,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,2,7,1,1,2,3,2,3,1,4,4,1,20,1,Descriptive
2672,1,1,0,5,22,22,1,1,0,0,2,0,3,1,1,3,DemPat,3,3,5,1,3,0,1,0,1,,,,,,,,,,,,,,,,
2673,1,1,0,6,42,42,5,11,1,1,5,0,7,3,2,2,DemPat,3,2,6,1,3,0,1,0,1,5,4,9,3,2,4,4,2,4,3,4,3,3,27,3,Descriptive
2674,1,1,0,2,35,35,4,4,0,0,1,0,4,2,,4,RepPat,2,3,5,1,3,0,1,0,1,3,3,6,1,1,,,,,,,,,,,Prescriptive
2682,1,1,0,3,39,39,4,3,0,0,1,0,4,2,,4,Control,1,3,5,1,3,0,1,0,1,5,5,10,4,2,2,3,2,4,,3,3,2,,,Descriptive
2683,1,1,1,5,48,48,6,11,1,0,1,0,6,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,3,4,3,2,27,3,Prescriptive
2685,1,1,0,3,36,36,4,6,0,1,2,0,4,2,,6,Control,1,3,5,1,3,0,1,0,1,5,4,9,3,2,4,3,,4,,4,,,,,Control
2688,1,1,0,5,33,33,3,7,1,1,5,1,7,3,2,6,RepPat,2,3,5,1,3,0,1,0,1,4,2,6,1,1,3,1,3,2,1,4,2,3,19,1,Descriptive
2691,1,1,0,2,63,63,9,7,1,0,1,0,7,3,2,7,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
2692,1,1,0,3,42,42,5,8,1,0,1,0,4,2,,4,RepPat,2,3,5,1,3,0,1,0,1,4,3,7,1,1,3,3,3,2,,3,3,2,,,Control
2693,1,1,1,2,31,31,3,5,1,1,6,1,7,3,2,4,Control,1,6,2,3,1,1,0,1,0,5,3,8,2,1,4,4,3,4,4,3,4,4,30,4,Descriptive
2696,1,1,0,2,50,50,7,2,1,0,1,0,7,3,2,4,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,3,4,2,4,1,4,3,1,22,2,Prescriptive
2697,1,1,0,4,58,58,8,9,1,0,5,1,7,3,2,7,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,3,4,3,4,3,2,26,3,Control
2700,1,1,0,4,58,58,8,5,1,1,2,0,7,3,2,6,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
2702,1,1,0,1,18,18,1,11,0,1,2,0,5,3,2,5,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,1,4,4,2,27,3,Prescriptive
2705,1,1,0,2,50,50,7,3,0,0,1,0,5,3,2,6,DemPat,3,7,1,3,1,1,0,1,0,5,3,8,2,1,3,4,3,4,1,4,2,1,22,2,Control
2708,1,1,1,2,18,18,1,7,0,0,1,0,1,1,1,1,RepPat,2,,,,,,,,,,,,,,,,,,,,,,,,
2712,1,1,0,6,33,33,3,11,1,1,3,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,2,3,5,1,1,3,4,3,3,2,3,3,2,23,2,Prescriptive
2720,1,1,1,3,33,33,3,8,0,0,1,1,2,1,1,3,Control,1,5,3,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2722,1,1,1,2,25,25,2,10,1,1,2,0,6,3,2,6,Control,1,6,2,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2750,1,1,1,2,19,19,1,7,0,0,1,0,2,1,1,4,DemPat,3,4,4,2,2,,,0,0,,,,,,,,,,,,,,,,
2752,1,1,0,5,59,59,8,7,0,0,3,1,7,3,2,6,RepPat,2,5,3,3,1,1,0,1,0,5,4,9,3,2,3,4,2,3,2,4,3,3,24,2,Control
2779,1,1,0,2,59,59,8,2,0,0,1,1,5,3,2,6,DemPat,3,6,2,3,1,1,0,1,0,4,4,8,2,1,3,3,2,3,3,3,3,3,23,2,Descriptive
2786,1,1,0,5,25,25,2,6,0,1,6,1,4,2,,4,Control,1,6,2,3,1,1,0,1,0,4,5,9,3,2,3,2,4,3,2,3,4,3,24,2,Prescriptive
2792,1,1,0,5,66,66,10,11,1,0,1,0,7,3,2,7,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,1,3,4,2,26,3,Prescriptive
2794,1,1,0,5,32,32,3,8,1,1,5,1,4,2,,4,RepPat,2,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,3,3,3,3,4,4,28,3,Descriptive
2796,1,1,0,5,30,30,3,7,1,1,1,1,7,3,2,4,DemPat,3,6,2,3,1,1,0,1,0,2,3,5,1,1,1,3,3,3,1,4,4,4,23,2,Control
2798,1,1,1,2,52,52,7,5,0,0,1,0,6,3,2,4,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
2801,1,1,1,5,64,64,9,8,1,0,5,1,6,3,2,6,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,1,2,2,1,2,4,4,1,17,1,Descriptive
2810,1,1,1,4,43,43,5,11,1,1,1,0,6,3,2,4,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,1,29,4,Control
2821,1,1,1,6,40,40,5,7,0,1,5,1,4,2,,4,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,1,4,4,4,4,4,4,,,,Prescriptive
2827,1,1,1,2,62,62,9,1,1,0,1,1,4,2,,4,DemPat,3,4,4,2,2,,,0,0,4,3,7,1,1,,4,3,4,4,4,4,4,,,Descriptive
2828,1,1,0,6,70,70,11,10,1,0,3,0,7,3,2,6,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,4,2,4,4,1,25,3,Prescriptive
2830,1,1,1,3,64,64,9,7,1,0,5,1,4,2,,4,RepPat,2,2,6,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,3,31,4,Descriptive
2831,1,1,1,6,29,29,2,5,0,0,3,1,6,3,2,5,Control,1,6,2,3,1,1,0,1,0,4,4,8,2,1,1,2,3,3,3,4,4,2,22,2,Control
2835,1,1,1,5,53,53,7,10,1,0,5,0,7,3,2,4,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,1,1,2,3,1,3,3,2,16,1,Prescriptive
2837,1,1,0,5,57,57,8,6,0,0,4,1,7,3,2,7,DemPat,3,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2838,1,1,1,2,53,53,7,4,0,0,6,1,7,3,2,7,DemPat,3,6,2,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2841,1,1,1,3,64,64,9,9,1,0,1,0,7,3,2,4,DemPat,3,,,,,,,,,,,,,,,,,,,,,,,,
2844,1,1,0,3,45,45,6,5,0,0,2,0,7,3,2,7,Control,1,,,,,,,,,,,,,,,,,,,,,,,,
2845,1,1,1,3,28,28,2,5,1,1,1,0,6,3,2,5,RepPat,2,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2847,1,1,0,2,66,66,10,2,0,0,5,1,7,3,2,6,Control,1,3,5,1,3,0,1,0,1,,,,,,,,,,,,,,,,
2848,1,1,1,3,67,67,10,5,0,0,5,1,4,2,,6,RepPat,2,7,1,3,1,1,0,1,0,5,3,8,2,1,4,1,1,4,4,4,1,1,20,1,Prescriptive
2851,1,1,1,4,47,47,6,6,0,0,5,1,7,3,2,7,RepPat,2,,,,,,,,,,,,,,,,,,,,,,,,
2854,1,1,0,2,62,62,9,3,1,0,6,1,7,3,2,7,DemPat,3,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2857,1,1,0,5,66,66,10,6,1,0,1,0,6,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2859,1,1,0,6,75,75,11,8,0,0,1,0,6,3,2,5,DemPat,3,5,3,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2862,1,1,1,5,52,52,7,8,1,1,5,1,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2866,1,1,0,6,42,42,5,11,0,0,5,0,7,3,2,6,Control,1,6,2,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2868,1,1,1,4,84,84,11,2,0,0,5,1,7,3,2,7,DemPat,3,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
2873,1,1,0,2,79,79,11,6,0,0,2,0,4,2,,7,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,4,3,3,4,2,3,4,4,27,3,Prescriptive
2878,1,1,1,2,57,57,8,7,1,0,1,0,4,2,,5,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,3,4,4,4,3,3,4,3,28,3,Control
2884,1,1,0,4,46,46,6,7,1,0,1,0,4,2,,5,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,3,4,2,4,3,4,3,2,25,3,Descriptive
2888,1,1,0,3,60,60,9,3,0,0,1,0,4,2,,5,Control,1,2,6,1,3,0,1,0,1,5,4,9,3,2,3,4,3,4,2,4,4,4,28,3,Control
2889,1,1,0,6,79,79,11,7,1,0,5,1,5,3,2,7,RepPat,2,5,3,3,1,1,0,1,0,5,4,9,3,2,3,4,3,4,4,4,4,2,28,3,Prescriptive
2894,1,1,0,6,55,55,8,4,0,0,5,0,5,3,2,7,DemPat,3,7,1,3,1,1,0,1,0,5,5,10,4,2,3,4,3,3,4,3,3,3,26,3,Control
2916,1,1,0,5,59,59,8,8,0,0,5,0,4,2,,5,Control,1,4,4,2,2,,,0,0,4,4,8,2,1,3,4,4,4,3,4,4,3,29,4,Descriptive
2923,1,1,0,5,57,57,8,8,1,0,2,0,5,3,2,4,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,4,4,3,4,3,3,3,3,27,3,Descriptive
2926,1,1,1,3,56,56,8,7,1,0,1,0,4,2,,4,Control,1,5,3,3,1,1,0,1,0,4,5,9,3,2,4,4,4,4,2,4,4,2,28,3,Control
2946,1,1,0,3,57,57,8,11,1,0,1,0,4,2,,6,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,4,4,3,4,3,4,4,3,29,4,Prescriptive
2948,1,1,0,4,61,61,9,6,0,0,1,0,4,2,,4,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,4,4,4,4,,4,,1,,,Control
2950,1,1,1,3,35,35,4,6,1,1,1,1,4,2,,4,Control,1,4,4,2,2,,,0,0,4,2,6,1,1,2,3,2,3,1,4,3,1,19,1,Control
2953,1,1,1,3,59,59,8,8,0,0,1,1,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,4,4,4,4,4,4,4,2,30,4,Descriptive
2957,1,1,0,2,81,81,11,5,1,0,1,0,5,3,2,4,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,1,4,2,3,2,4,4,1,21,1,Prescriptive
2962,1,1,1,3,30,30,3,3,0,0,3,0,4,2,,4,Control,1,4,4,2,2,,,0,0,3,4,7,1,1,1,3,3,3,1,3,4,1,19,1,Prescriptive
2966,1,1,1,3,59,59,8,2,0,0,1,0,4,2,,2,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,4,4,3,4,1,1,4,2,23,2,Descriptive
2979,1,1,1,3,32,32,3,7,1,1,4,1,5,3,2,6,Control,1,7,1,3,1,1,0,1,0,5,4,9,3,2,3,4,3,4,3,4,3,2,26,3,Prescriptive
2984,1,1,1,5,76,76,11,6,1,0,6,1,5,3,2,7,DemPat,3,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,3,2,3,4,1,25,3,Descriptive
2987,1,1,1,2,31,31,3,7,1,1,1,0,4,2,,5,RepPat,2,2,6,1,3,0,1,0,1,4,3,7,1,1,3,3,3,3,1,2,3,3,21,1,Control
3004,1,1,0,5,60,60,9,10,1,0,1,0,4,2,,3,Control,1,4,4,2,2,,,0,0,2,1,3,1,1,3,3,3,4,1,4,3,1,22,2,Control
3006,1,1,1,2,31,31,3,7,1,1,1,0,4,2,,4,Control,1,4,4,2,2,,,0,0,4,5,9,3,2,4,4,4,4,1,3,4,4,28,3,Control
3017,1,1,0,2,57,57,8,2,0,0,1,1,4,2,,6,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
3019,1,1,1,1,19,19,1,1,0,1,1,0,4,2,,2,Control,1,4,4,2,2,,,0,0,4,3,7,1,1,2,3,1,2,2,1,2,1,14,1,Prescriptive
3022,1,1,1,3,33,33,3,8,1,1,5,1,4,2,,4,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,4,4,3,3,29,4,Descriptive
3023,1,1,0,6,54,54,7,11,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,4,4,8,2,1,1,2,2,2,1,1,3,1,13,1,Control
3025,1,1,0,6,40,40,5,9,0,0,5,1,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
3027,1,1,1,2,26,26,2,7,0,1,1,1,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,2,4,2,4,1,4,2,1,20,1,Prescriptive
3028,1,1,1,4,45,45,6,8,1,0,1,0,4,2,,4,Control,1,4,4,2,2,,,0,0,3,3,6,1,1,4,4,4,4,1,3,3,1,24,2,Prescriptive
3032,1,1,1,6,55,55,8,11,1,0,4,0,4,2,,4,DemPat,3,5,3,3,1,1,0,1,0,5,3,8,2,1,3,4,2,4,3,3,3,2,24,2,Descriptive
3040,1,1,1,3,20,20,1,4,0,0,1,0,4,2,,4,DemPat,3,1,7,1,3,0,1,0,1,3,2,5,1,1,3,3,3,4,3,3,2,3,24,2,Control
3041,1,1,0,5,52,52,7,6,0,0,1,1,5,3,2,5,Control,1,5,3,3,1,1,0,1,0,5,3,8,2,1,4,4,4,4,3,3,2,2,26,3,Control
3044,1,1,0,2,32,32,3,9,0,0,1,1,4,2,,4,Control,1,6,2,3,1,1,0,1,0,4,4,8,2,1,1,4,1,2,1,3,1,1,14,1,Prescriptive
3051,1,1,1,5,58,58,8,9,1,0,3,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,4,3,7,1,1,3,3,3,4,3,3,3,2,24,2,Prescriptive
3056,1,1,1,5,36,36,4,8,1,1,1,0,4,2,,4,DemPat,3,5,3,3,1,1,0,1,0,5,4,9,3,2,,4,2,4,2,4,4,1,,,Descriptive
3077,1,1,0,3,65,65,10,3,0,0,1,0,4,2,,4,RepPat,2,2,6,1,3,0,1,0,1,,,,,,,,,,,,,,,,
3081,1,1,1,5,60,60,9,6,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,,,,,,,,,,,,,,,,
3098,1,1,0,5,54,54,7,2,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,4,4,8,2,1,2,3,3,4,2,4,3,2,23,2,Descriptive
3111,1,1,0,3,67,67,10,5,1,0,1,1,5,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,4,3,4,3,29,4,Control
3114,1,1,1,2,61,61,9,4,0,0,1,0,5,3,2,5,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,4,1,3,3,1,22,2,Control
3129,1,1,1,2,21,21,1,6,0,1,1,1,5,3,2,4,DemPat,3,2,6,1,3,0,1,0,1,5,4,9,3,2,4,3,2,2,3,4,2,2,22,2,Descriptive
3132,1,1,1,5,53,53,7,11,1,1,1,1,5,3,2,4,Control,1,5,3,3,1,1,0,1,0,5,4,9,3,2,2,3,2,3,3,2,2,1,18,1,Descriptive
3133,1,1,0,5,60,60,9,11,1,0,2,0,5,3,2,2,DemPat,3,,,,,,,,,,,,,,,,,,,,,,,,
3136,1,1,1,6,77,77,11,11,1,0,5,0,5,3,2,3,DemPat,3,6,2,3,1,1,0,1,0,,,,,,,,,,,,,,,,
3137,1,1,0,3,48,48,6,8,1,1,1,0,5,3,2,4,RepPat,2,,,,,,,,,,,,,,,,,,,,,,,,
3451,1,1,0,3,66,66,10,8,1,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,,,,,,,,,,,,,,,,
3459,1,1,1,3,39,39,4,1,0,1,4,1,4,2,,6,RepPat,2,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
3469,1,1,1,3,22,22,1,7,0,0,2,0,2,1,1,4,DemPat,3,4,4,2,2,,,0,0,,,,,,,,,,,,,,,,
3471,1,1,1,3,70,70,11,7,0,0,2,0,4,2,,4,DemPat,3,,,,,,,,,,,,,,,,,,,,,,,,
3477,1,1,1,2,21,21,1,4,0,1,1,0,6,3,2,6,Control,1,7,1,3,1,1,0,1,0,,,,,,,,,,,,,,,,
3478,1,1,1,4,73,73,11,5,0,0,1,0,6,3,2,5,DemPat,3,2,6,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
3490,1,1,0,4,50,50,7,5,0,0,6,1,5,3,2,7,RepPat,2,5,3,3,1,1,0,1,0,,,,,,,,,,,,,,,,
3498,1,1,1,3,69,69,10,6,1,0,1,0,6,3,2,4,Control,1,,,,,,,,,,,,,,,,,,,,,,,,
3501,1,1,1,5,66,66,10,11,0,1,6,1,2,1,1,6,Control,1,,,,,,,,,,,,,,,,,,,,,,,,
3525,1,1,0,5,34,34,3,9,1,1,3,0,3,1,1,4,Control,1,4,4,2,2,,,0,0,4,4,8,2,1,1,4,3,3,1,3,3,1,19,1,Descriptive
3528,1,1,0,3,23,23,1,2,0,0,1,0,4,2,,4,DemPat,3,,,,,,,,,,,,,,,,,,,,,,,,
3529,1,1,1,2,18,18,1,10,0,1,5,1,7,3,2,3,DemPat,3,3,5,1,3,0,1,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
