id,white,citizen,female,education,age,age,agebreak,income,married,children,attend,bornagain,pid7,pid3,pid2,ideology,treatname,treatment,voter,voted,voter3,voted3,votesurer,votesured,repvote,demvote,american,connected,natid,natidc,natidbin,born,citizenship,lived,english,christian,respect,feel,ancestor,exclude,exclude4,wordtreat
376,1,1,1,6,33,33,3,9,1,1,5,0,1,1,1,5,DemPat,3,1,7,1,3,0,1,0,1,5,4,9,3,2,4,3,3,1,1,3,3,3,21,1,Control
380,1,1,1,4,45,45,6,5,0,1,5,1,3,1,1,4,DemPat,3,2,6,1,3,0,1,0,1,3,4,7,1,1,2,2,4,3,4,4,4,1,24,2,Control
382,1,1,1,5,43,43,5,11,0,0,1,0,4,2,,4,Control,1,4,4,2,2,,,0,0,4,3,7,1,1,2,4,2,3,1,3,3,1,19,1,Control
394,1,1,0,6,25,25,2,11,0,1,2,1,1,1,1,2,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
396,1,1,1,3,59,59,8,8,1,0,1,0,1,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,3,3,6,1,1,4,4,4,4,4,4,4,4,32,4,Descriptive
399,1,1,0,1,61,61,9,3,0,0,1,0,1,1,1,1,DemPat,3,3,5,1,3,0,1,0,1,5,4,9,3,2,3,4,3,3,1,3,3,1,21,1,Prescriptive
400,1,1,0,6,56,56,8,11,0,0,2,0,7,3,2,7,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,2,4,4,2,28,3,Descriptive
401,1,1,1,3,61,61,9,5,0,0,5,1,2,1,1,6,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,4,4,4,3,4,29,4,Prescriptive
404,1,1,1,2,67,67,10,6,0,0,5,0,2,1,1,4,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
406,1,1,1,2,54,54,7,5,1,1,2,0,7,3,2,2,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,3,4,4,4,4,3,3,3,28,3,Prescriptive
407,1,1,1,3,36,36,4,1,0,0,1,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,1,1,2,1,1,4,3,3,3,2,3,4,2,24,2,Control
410,1,1,1,5,70,70,11,8,1,0,6,1,7,3,2,7,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,4,4,4,4,2,4,4,4,30,4,Descriptive
411,1,1,0,5,63,63,9,10,1,1,2,0,4,2,,6,DemPat,3,3,5,1,3,0,1,0,1,4,4,8,2,1,1,4,2,3,1,3,3,1,18,1,Prescriptive
413,1,1,1,6,47,47,6,7,1,1,4,0,1,1,1,2,Control,1,5,3,3,1,1,0,1,0,5,4,9,3,2,1,3,1,4,1,4,1,1,16,1,Descriptive
414,1,1,1,5,30,30,3,10,0,0,2,0,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,4,4,4,3,31,4,Control
417,1,1,1,5,35,35,4,10,1,1,4,0,2,1,1,4,Control,1,4,4,2,2,,,0,0,4,3,7,1,1,2,3,2,2,2,3,3,2,19,1,Prescriptive
420,1,1,1,5,50,50,7,7,0,0,5,1,6,3,2,5,DemPat,3,5,3,3,1,1,0,1,0,4,3,7,1,1,3,4,3,3,2,2,2,2,21,1,Descriptive
421,1,1,1,5,25,25,2,5,1,1,5,0,6,3,2,4,Control,1,5,3,3,1,1,0,1,0,5,4,9,3,2,3,3,3,4,3,3,3,3,25,3,Descriptive
424,1,1,1,3,20,20,1,4,0,0,1,0,1,1,1,1,RepPat,2,1,7,1,3,0,1,0,1,3,4,7,1,1,1,2,1,2,1,4,4,1,16,1,Prescriptive
428,1,1,1,4,59,59,8,8,0,1,1,0,4,2,,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,2,3,2,4,2,3,2,1,19,1,Prescriptive
429,1,1,1,2,24,24,1,6,0,0,2,1,5,3,2,4,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,2,4,1,2,3,3,4,1,20,1,Control
437,1,1,0,5,72,72,11,5,1,0,1,0,6,3,2,6,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
438,1,1,0,5,67,67,10,5,0,0,2,0,5,3,2,5,RepPat,2,4,4,2,2,,,0,0,5,3,8,2,1,3,3,3,4,2,3,3,2,23,2,Descriptive
440,1,1,0,2,32,32,3,4,1,1,1,0,3,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,1,1,2,1,1,1,2,1,2,1,1,3,1,12,1,Prescriptive
443,1,1,1,6,65,65,10,7,1,0,4,1,5,3,2,5,DemPat,3,6,2,3,1,1,0,1,0,5,4,9,3,2,2,4,3,4,4,3,3,2,25,3,Control
444,1,1,1,2,52,52,7,5,0,1,6,1,1,1,1,4,RepPat,2,3,5,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
445,1,1,1,3,31,31,3,8,1,1,1,0,6,3,2,6,Control,1,3,5,1,3,0,1,0,1,5,3,8,2,1,4,4,4,4,,4,4,4,,,Prescriptive
446,1,1,1,2,28,28,2,7,1,1,2,1,6,3,2,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,2,3,3,3,4,2,2,2,21,1,Control
447,1,1,1,3,72,72,11,9,1,0,1,0,6,3,2,5,Control,1,5,3,3,1,1,0,1,0,5,4,9,3,2,3,4,3,4,,3,3,1,,,Prescriptive
448,1,1,1,6,35,35,4,11,1,1,5,1,1,1,1,2,RepPat,2,6,2,3,1,1,0,1,0,3,3,6,1,1,3,4,3,2,1,2,3,3,21,1,Descriptive
449,1,1,0,3,35,35,4,4,1,1,6,1,1,1,1,1,Control,1,6,2,3,1,1,0,1,0,5,2,7,1,1,4,3,3,2,2,2,1,1,18,1,Prescriptive
450,1,1,1,3,22,22,1,6,0,1,1,1,6,3,2,5,DemPat,3,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Control
451,1,1,1,3,43,43,5,2,1,0,1,1,6,3,2,2,DemPat,3,2,6,1,3,0,1,0,1,5,4,9,3,2,3,3,3,3,3,3,3,3,24,2,Descriptive
453,1,1,1,1,48,48,6,2,1,1,1,1,1,1,1,4,Control,1,1,7,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Descriptive
454,1,1,0,5,29,29,2,9,1,1,5,1,1,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,3,4,7,1,1,1,3,3,1,1,3,3,3,18,1,Control
457,1,1,1,3,37,37,4,7,0,0,1,0,3,1,1,6,RepPat,2,2,6,1,3,0,1,0,1,5,4,9,3,2,1,4,1,4,,4,3,,,,Descriptive
458,1,1,0,5,36,36,4,9,0,0,1,0,5,3,2,4,RepPat,2,2,6,1,3,0,1,0,1,3,3,6,1,1,,,,2,1,4,,1,,,Control
459,1,1,0,3,48,48,6,5,0,0,1,0,5,3,2,5,DemPat,3,1,7,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
464,1,1,1,2,38,38,4,4,1,1,4,1,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,3,8,2,1,4,4,3,4,4,3,4,2,28,3,Descriptive
467,1,1,0,6,62,62,9,11,1,0,2,0,1,1,1,2,Control,1,2,6,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,3,4,3,3,29,4,Control
470,1,1,0,2,21,21,1,7,0,0,4,1,4,2,,4,Control,1,4,4,2,2,,,0,0,3,3,6,1,1,3,3,3,3,3,3,3,3,24,2,Prescriptive
477,1,1,1,2,18,18,1,7,0,0,3,0,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
478,1,1,1,3,21,21,1,7,0,0,1,0,4,2,,2,Control,1,2,6,1,3,0,1,0,1,2,2,4,1,1,2,3,3,2,1,1,3,2,17,1,Prescriptive
481,1,1,1,6,26,26,2,9,0,1,5,1,7,3,2,7,DemPat,3,7,1,3,1,1,0,1,0,3,5,8,2,1,3,4,2,4,4,4,2,2,25,3,Descriptive
486,1,1,1,2,18,18,1,7,0,1,1,0,1,1,1,2,RepPat,2,2,6,1,3,0,1,0,1,3,2,5,1,1,1,3,2,1,1,3,3,1,15,1,Prescriptive
489,1,1,1,4,22,22,1,4,1,1,1,0,7,3,2,4,DemPat,3,3,5,1,3,0,1,0,1,5,4,9,3,2,3,4,3,4,1,4,4,1,24,2,Control
491,1,1,1,5,61,61,9,8,1,0,4,1,1,1,1,4,DemPat,3,1,7,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Control
498,1,1,0,5,44,44,5,9,1,1,5,1,7,3,2,1,DemPat,3,1,7,1,3,0,1,0,1,3,5,8,2,1,3,4,3,4,3,3,4,3,27,3,Control
501,1,1,1,5,24,24,1,7,1,1,5,0,5,3,2,5,Control,1,5,3,3,1,1,0,1,0,4,4,8,2,1,3,4,4,4,2,2,,,,,Prescriptive
502,1,1,0,4,58,58,8,5,1,0,1,0,7,3,2,6,RepPat,2,3,5,1,3,0,1,0,1,4,4,8,2,1,4,4,3,4,1,3,3,3,25,3,Prescriptive
505,1,1,0,5,44,44,5,7,1,1,2,0,2,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,5,5,10,4,2,4,4,3,4,2,4,4,2,27,3,Control
506,1,1,1,4,67,67,10,11,1,0,2,0,2,1,1,4,RepPat,2,2,6,1,3,0,1,0,1,5,4,9,3,2,1,4,2,3,1,3,3,2,19,1,Descriptive
509,1,1,0,3,26,26,2,5,1,0,1,0,2,1,1,4,Control,1,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
513,1,1,1,6,33,33,3,11,1,1,4,1,6,3,2,6,RepPat,2,3,5,1,3,0,1,0,1,5,3,8,2,1,2,4,2,3,1,4,4,1,21,1,Control
518,1,1,0,4,28,28,2,8,1,1,2,1,3,1,1,4,Control,1,4,4,2,2,,,0,0,5,1,6,1,1,4,,4,4,4,4,4,4,,,Descriptive
520,1,1,1,3,45,45,6,8,1,1,1,0,2,1,1,2,Control,1,5,3,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,2,4,4,2,28,3,Descriptive
521,1,1,1,3,32,32,3,7,1,1,5,1,1,1,1,6,RepPat,2,7,1,3,1,1,0,1,0,4,4,8,2,1,4,4,4,4,4,4,4,4,32,4,Prescriptive
522,1,1,1,2,19,19,1,1,0,1,1,0,4,2,,4,RepPat,2,7,1,3,1,1,0,1,0,5,2,7,1,1,4,4,3,4,4,2,4,4,29,4,Control
525,1,1,1,3,56,56,8,7,1,1,5,1,7,3,2,4,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,3,4,4,4,4,4,4,4,31,4,Control
526,1,1,1,4,29,29,2,5,0,1,1,0,2,1,1,2,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,2,2,2,4,4,4,4,4,26,3,Descriptive
528,1,1,1,1,47,47,6,9,0,1,1,0,6,3,2,4,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,2,4,2,3,2,4,4,2,23,2,Prescriptive
530,1,1,0,3,64,64,9,7,1,0,4,1,6,3,2,5,DemPat,3,7,1,3,1,1,0,1,0,5,4,9,3,2,2,4,2,4,4,4,4,4,28,3,Descriptive
533,1,1,0,5,35,35,4,11,1,1,5,1,1,1,1,2,Control,1,7,1,3,1,1,0,1,0,4,4,8,2,1,3,3,3,3,3,3,3,3,24,2,Prescriptive
536,1,1,1,1,36,36,4,6,0,1,1,0,1,1,1,4,DemPat,3,1,7,1,3,0,1,0,1,4,3,7,1,1,3,3,3,3,3,3,4,4,26,3,Descriptive
538,1,1,1,5,23,23,1,6,0,1,1,1,2,1,1,3,DemPat,3,3,5,1,3,0,1,0,1,4,2,6,1,1,2,3,1,1,1,1,3,,,,Prescriptive
540,1,1,0,3,29,29,2,5,0,1,1,0,2,1,1,2,RepPat,2,2,6,1,3,0,1,0,1,2,2,4,1,1,2,3,3,3,1,4,2,1,19,1,Prescriptive
544,1,1,0,5,62,62,9,11,1,0,1,0,6,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,4,4,8,2,1,3,3,2,3,2,4,2,2,21,1,Prescriptive
547,1,1,1,4,35,35,4,8,1,1,1,0,3,1,1,4,DemPat,3,2,6,1,3,0,1,0,1,5,2,7,1,1,4,4,4,4,,4,2,3,,,Control
549,1,1,0,5,26,26,2,2,0,0,5,0,6,3,2,5,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,3,3,2,3,2,3,3,2,21,1,Control
550,1,1,1,5,30,30,3,8,1,1,5,0,1,1,1,4,DemPat,3,1,7,1,3,0,1,0,1,3,4,7,1,1,4,4,3,4,2,4,4,3,28,3,Control
551,1,1,1,3,46,46,6,11,0,1,2,0,4,2,,4,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,1,4,4,1,26,3,Descriptive
554,1,1,1,2,23,23,1,5,0,1,1,0,2,1,1,4,Control,1,3,5,1,3,0,1,0,1,5,4,9,3,2,2,4,2,4,2,4,4,2,24,2,Prescriptive
556,1,1,0,3,63,63,9,10,1,0,5,0,2,1,1,5,DemPat,3,5,3,3,1,1,0,1,0,5,3,8,2,1,3,3,2,3,1,2,3,2,19,1,Descriptive
558,1,1,1,5,37,37,4,11,1,1,5,1,7,3,2,4,Control,1,3,5,1,3,0,1,0,1,4,3,7,1,1,4,3,2,3,3,4,3,3,25,3,Descriptive
559,1,1,1,5,60,60,9,7,0,0,4,0,2,1,1,2,Control,1,2,6,1,3,0,1,0,1,4,4,8,2,1,1,3,2,3,4,3,3,2,21,1,Control
569,1,1,0,3,35,35,4,1,0,0,1,0,4,2,,7,Control,1,4,4,2,2,,,0,0,1,1,2,1,1,4,4,4,4,1,4,4,4,29,4,Prescriptive
570,1,1,0,5,59,59,8,6,0,0,1,1,5,3,2,7,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,4,4,4,4,3,4,3,4,30,4,Prescriptive
571,1,1,1,3,47,47,6,2,1,0,2,1,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,2,2,2,2,2,4,4,2,20,1,Control
572,1,1,1,2,22,22,1,5,1,1,5,1,7,3,2,3,RepPat,2,5,3,3,1,1,0,1,0,3,4,7,1,1,3,3,3,3,3,3,3,3,24,2,Descriptive
573,1,1,1,2,39,39,4,4,0,0,1,0,4,2,,4,DemPat,3,2,6,1,3,0,1,0,1,5,3,8,2,1,4,4,4,3,1,3,3,,,,Control
575,1,1,1,4,46,46,6,11,1,0,2,0,2,1,1,4,Control,1,2,6,1,3,0,1,0,1,5,3,8,2,1,2,4,3,3,1,3,4,2,22,2,Prescriptive
583,1,1,0,2,27,27,2,10,1,1,4,1,2,1,1,4,Control,1,5,3,3,1,1,0,1,0,4,4,8,2,1,3,3,3,3,3,3,3,3,24,2,Control
586,1,1,1,3,55,55,8,10,0,0,1,0,3,1,1,4,RepPat,2,2,6,1,3,0,1,0,1,5,4,9,3,2,3,4,3,3,3,4,4,3,27,3,Descriptive
588,1,1,0,6,40,40,5,6,1,1,5,1,7,3,2,2,DemPat,3,2,6,1,3,0,1,0,1,2,2,4,1,1,,1,2,1,3,1,2,1,,,Prescriptive
591,1,1,1,5,35,35,4,9,1,1,6,0,7,3,2,6,DemPat,3,2,6,1,3,0,1,0,1,4,4,8,2,1,3,3,4,3,1,3,3,3,23,2,Control
595,1,1,1,2,46,46,6,8,1,1,1,0,3,1,1,6,RepPat,2,2,6,1,3,0,1,0,1,5,3,8,2,1,4,4,4,4,,4,4,4,,,Descriptive
599,1,1,1,3,19,19,1,1,0,0,1,0,2,1,1,4,Control,1,2,6,1,3,0,1,0,1,4,5,9,3,2,4,4,3,4,1,2,3,4,25,3,Descriptive
601,1,1,1,4,43,43,5,6,0,0,4,0,1,1,1,6,RepPat,2,1,7,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,3,3,4,3,29,4,Control
604,1,1,0,5,35,35,4,11,1,1,3,0,2,1,1,4,DemPat,3,3,5,1,3,0,1,0,1,5,4,9,3,2,1,4,1,3,1,4,3,1,18,1,Prescriptive
605,1,1,1,5,41,41,5,2,1,1,5,1,1,1,1,1,RepPat,2,3,5,1,3,0,1,0,1,4,4,8,2,1,3,4,3,3,2,2,3,4,24,2,Descriptive
610,1,1,1,4,31,31,3,8,1,1,1,0,6,3,2,5,DemPat,3,7,1,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,3,4,4,4,31,4,Control
617,1,1,1,5,74,74,11,7,0,0,2,0,1,1,1,2,Control,1,1,7,1,3,0,1,0,1,4,5,9,3,2,1,4,2,3,,3,4,4,,,Descriptive
620,1,1,0,5,70,70,11,5,1,0,2,1,6,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,4,3,4,3,4,4,29,4,Control
623,1,1,1,2,54,54,7,4,1,0,2,0,6,3,2,4,DemPat,3,5,3,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,3,4,4,2,29,4,Descriptive
624,1,1,0,5,35,35,4,11,1,1,2,0,6,3,2,5,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,2,1,2,2,2,1,2,2,14,1,Control
628,1,1,1,5,33,33,3,11,1,1,1,0,5,3,2,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,4,3,4,4,3,3,3,3,27,3,Prescriptive
632,1,1,0,4,37,37,4,3,0,0,1,0,2,1,1,4,RepPat,2,3,5,1,3,0,1,0,1,4,3,7,1,1,4,4,4,4,3,4,4,4,31,4,Descriptive
638,1,1,1,3,20,20,1,6,0,1,1,0,3,1,1,1,RepPat,2,2,6,1,3,0,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,32,4,Descriptive
639,1,1,0,4,54,54,7,7,0,1,1,0,1,1,1,6,DemPat,3,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,1,4,4,4,29,4,Control
640,1,1,0,6,30,30,3,11,1,1,1,0,3,1,1,4,DemPat,3,1,7,1,3,0,1,0,1,4,5,9,3,2,3,4,2,3,2,1,1,2,18,1,Control
645,1,1,1,3,67,67,10,8,0,0,6,1,7,3,2,6,Control,1,7,1,3,1,1,0,1,0,5,3,8,2,1,3,4,3,3,4,3,,2,,,Control
653,1,1,1,5,79,79,11,9,1,0,6,1,7,3,2,7,Control,1,5,3,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,4,4,4,2,29,4,Descriptive
655,1,1,1,3,34,34,3,7,0,0,2,0,4,2,,3,RepPat,2,3,5,1,3,0,1,0,1,5,3,8,2,1,3,4,3,3,2,3,2,2,22,2,Prescriptive
656,1,1,1,3,22,22,1,4,0,0,1,0,1,1,1,1,RepPat,2,2,6,1,3,0,1,0,1,5,3,8,2,1,1,3,2,3,,4,4,,,,Control
659,1,1,1,2,46,46,6,5,1,1,1,1,4,2,,4,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,3,3,2,3,4,3,25,3,Prescriptive
661,1,1,0,5,32,32,3,7,1,1,5,0,1,1,1,6,DemPat,3,2,6,1,3,0,1,0,1,4,3,7,1,1,3,2,3,2,3,2,3,2,20,1,Control
663,1,1,1,2,39,39,4,7,1,1,5,1,2,1,1,3,Control,1,4,4,2,2,,,0,0,4,4,8,2,1,3,3,3,4,3,3,3,2,24,2,Control
665,1,1,1,5,29,29,2,7,0,0,1,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,3,2,5,1,1,4,4,4,4,1,4,2,1,24,2,Prescriptive
666,1,1,1,5,55,55,8,11,1,0,1,0,1,1,1,2,Control,1,2,6,1,3,0,1,0,1,2,3,5,1,1,3,4,3,4,3,3,3,3,26,3,Descriptive
676,1,1,1,3,30,30,3,8,1,1,1,0,6,3,2,4,DemPat,3,6,2,3,1,1,0,1,0,4,5,9,3,2,2,4,3,4,1,4,4,1,23,2,Descriptive
681,1,1,1,5,62,62,9,11,1,0,1,0,4,2,,4,DemPat,3,5,3,3,1,1,0,1,0,3,2,5,1,1,1,2,1,4,1,4,4,1,18,1,Prescriptive
684,1,1,1,5,71,71,11,11,0,0,2,1,5,3,2,5,Control,1,6,2,3,1,1,0,1,0,5,5,10,4,2,2,4,2,4,3,3,3,2,23,2,Control
685,1,1,0,5,35,35,4,7,0,0,3,1,7,3,2,4,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,3,3,3,3,3,3,3,3,24,2,Descriptive
686,1,1,0,5,33,33,3,11,1,1,5,1,5,3,2,2,RepPat,2,5,3,3,1,1,0,1,0,4,3,7,1,1,3,3,3,3,4,4,3,3,26,3,Prescriptive
690,1,1,0,2,19,19,1,4,0,0,4,1,5,3,2,1,RepPat,2,7,1,3,1,1,0,1,0,3,4,7,1,1,2,4,4,4,2,4,4,2,26,3,Descriptive
693,1,1,0,3,25,25,2,7,1,1,6,1,1,1,1,4,Control,1,5,3,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
695,1,1,0,3,57,57,8,7,1,0,1,0,1,1,1,2,RepPat,2,1,7,1,3,0,1,0,1,4,2,6,1,1,3,4,3,3,3,3,3,3,25,3,Descriptive
698,1,1,0,5,30,30,3,10,1,1,6,1,1,1,1,6,Control,1,1,7,1,3,0,1,0,1,5,5,10,4,2,4,3,4,4,3,4,4,4,30,4,Control
701,1,1,1,6,63,63,9,9,0,0,4,0,1,1,1,2,RepPat,2,3,5,1,3,0,1,0,1,2,3,5,1,1,3,4,3,4,1,3,4,1,23,2,Prescriptive
705,1,1,0,5,68,68,10,9,1,0,1,1,6,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,3,4,4,4,3,4,4,4,30,4,Descriptive
706,1,1,1,4,25,25,2,5,1,0,2,1,3,1,1,4,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,4,2,4,4,3,27,3,Descriptive
707,1,1,1,3,21,21,1,6,0,0,2,0,2,1,1,2,RepPat,2,6,2,3,1,1,0,1,0,4,4,8,2,1,3,4,2,3,1,3,3,1,20,1,Control
708,1,1,0,6,34,34,3,1,0,1,4,0,2,1,1,3,Control,1,7,1,3,1,1,0,1,0,1,2,3,1,1,1,1,1,1,1,1,1,1,8,1,Prescriptive
711,1,1,0,3,55,55,8,5,0,0,1,1,5,3,2,6,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,2,4,2,4,2,4,4,1,23,2,Control
713,1,1,0,5,31,31,3,10,1,1,3,1,6,3,2,2,Control,1,3,5,1,3,0,1,0,1,3,5,8,2,1,4,4,3,4,4,4,3,4,30,4,Descriptive
720,1,1,1,5,27,27,2,8,1,0,5,1,6,3,2,6,DemPat,3,6,2,3,1,1,0,1,0,3,4,7,1,1,2,3,,,,3,2,,,,Descriptive
724,1,1,1,2,24,24,1,6,0,1,1,0,5,3,2,4,Control,1,2,6,1,3,0,1,0,1,5,3,8,2,1,4,4,4,4,1,2,4,4,27,3,Control
728,1,1,0,2,28,28,2,7,0,0,5,1,6,3,2,4,DemPat,3,6,2,3,1,1,0,1,0,2,3,5,1,1,2,3,2,3,2,3,3,2,20,1,Control
729,1,1,1,5,34,34,3,7,0,0,5,0,2,1,1,2,RepPat,2,2,6,1,3,0,1,0,1,2,4,6,1,1,2,3,2,4,1,3,4,2,21,1,Prescriptive
739,1,1,1,5,34,34,3,11,1,1,5,1,7,3,2,4,RepPat,2,5,3,3,1,1,0,1,0,4,5,9,3,2,3,2,4,3,4,3,2,3,24,2,Control
740,1,1,0,3,50,50,7,7,0,0,3,0,1,1,1,5,DemPat,3,2,6,1,3,0,1,0,1,5,4,9,3,2,3,4,3,4,1,3,3,2,23,2,Control
742,1,1,1,2,54,54,7,8,0,0,1,0,4,2,,4,DemPat,3,1,7,1,3,0,1,0,1,4,3,7,1,1,3,4,3,4,4,4,4,4,30,4,Prescriptive
744,1,1,0,5,23,23,1,9,0,0,5,0,6,3,2,5,RepPat,2,6,2,3,1,1,0,1,0,4,3,7,1,1,3,3,3,4,2,3,3,2,23,2,Descriptive
746,1,1,1,6,38,38,4,11,0,1,1,0,6,3,2,3,DemPat,3,4,4,2,2,,,0,0,3,3,6,1,1,3,3,3,4,,3,2,1,,,Control
749,1,1,1,5,49,49,6,6,0,0,1,1,6,3,2,5,Control,1,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
754,1,1,1,2,25,25,2,1,1,1,4,1,1,1,1,2,DemPat,3,1,7,1,3,0,1,0,1,3,5,8,2,1,2,3,3,3,4,3,4,4,26,3,Control
755,1,1,1,2,74,74,11,9,1,0,1,0,6,3,2,5,DemPat,3,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
757,1,1,0,6,38,38,4,10,1,1,3,1,1,1,1,2,Control,1,3,5,1,3,0,1,0,1,5,4,9,3,2,,4,4,4,1,3,2,2,,,Descriptive
758,1,1,1,5,21,21,1,4,0,1,1,1,7,3,2,5,Control,1,6,2,3,1,1,0,1,0,5,3,8,2,1,3,4,2,4,4,2,3,2,24,2,Prescriptive
764,1,1,0,5,49,49,6,8,0,0,1,0,1,1,1,1,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,1,1,1,1,1,1,1,1,8,1,Control
766,1,1,1,4,32,32,3,6,0,0,1,0,6,3,2,5,RepPat,2,6,2,3,1,1,0,1,0,3,2,5,1,1,3,4,3,4,1,4,3,2,24,2,Control
772,1,1,1,3,55,55,8,1,0,0,2,0,6,3,2,3,Control,1,5,3,3,1,1,0,1,0,5,1,6,1,1,1,4,2,3,1,1,4,1,17,1,Prescriptive
776,1,1,1,3,27,27,2,4,0,1,1,0,1,1,1,4,Control,1,4,4,2,2,,,0,0,5,2,7,1,1,1,3,1,4,1,4,4,1,19,1,Descriptive
778,1,1,1,2,18,18,1,7,0,0,2,0,1,1,1,2,DemPat,3,3,5,1,3,0,1,0,1,4,4,8,2,1,4,4,3,4,3,3,3,2,26,3,Descriptive
780,1,1,0,5,49,49,6,4,0,0,1,1,7,3,2,7,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
781,1,1,0,4,73,73,11,11,1,0,1,0,7,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,2,4,2,3,2,4,3,2,22,2,Control
783,1,1,1,3,44,44,5,4,1,0,1,0,4,2,,3,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,4,1,4,4,1,24,2,Control
784,1,1,1,3,29,29,2,3,1,1,6,1,3,1,1,4,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
785,1,1,0,5,38,38,4,9,1,1,5,1,7,3,2,2,RepPat,2,6,2,3,1,1,0,1,0,3,5,8,2,1,3,4,3,4,3,4,3,4,28,3,Descriptive
788,1,1,1,3,38,38,4,4,0,0,1,0,4,2,,4,RepPat,2,3,5,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,2,4,4,2,28,3,Prescriptive
789,1,1,1,4,33,33,3,11,1,1,1,0,2,1,1,2,RepPat,2,1,7,1,3,0,1,0,1,4,4,8,2,1,4,4,4,4,3,3,3,2,27,3,Prescriptive
793,1,1,1,3,20,20,1,5,0,1,5,1,2,1,1,4,Control,1,4,4,2,2,,,0,0,4,3,7,1,1,4,4,4,4,2,3,3,4,28,3,Descriptive
